# Column,Old name(s),Category,Definition,Not used?,In kitten?
LOWER_ERROR_ARP_GSPPHOT_GAIA,arp_gspphot_lower_GAIA,PHOT,"Lower confidence level (16%) of extinction in GRP band from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,1
UPPER_ERROR_ARP_GSPPHOT_GAIA,arp_gspphot_upper_GAIA,PHOT,"Upper confidence level (84%) of extinction in GRP band from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,1
EBPMINRP_GSPPHOT_GAIA,ebpminrp_gspphot_GAIA,PHOT,"Reddening E(GBP−GRP) from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,1
LOWER_ERROR_EBPMINRP_GSPPHOT_GAIA,ebpminrp_gspphot_lower_GAIA,PHOT,"Lower confidence level (16%) of reddening E(GBP−GRP) from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,1
UPPER_ERROR_EBPMINRP_GSPPHOT_GAIA,ebpminrp_gspphot_upper_GAIA,PHOT,"Upper confidence level (84%) of reddening E(GBP−GRP) from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,1
MG_GSPPHOT_GAIA,mg_gspphot_GAIA,PHOT,"Absolute magnitude MG from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,1
LOWER_ERROR_MG_GSPPHOT_GAIA,mg_gspphot_lower_GAIA,PHOT,"Lower confidence level (16%) of absolute magnitude MG from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,0
UPPER_ERROR_MG_GSPPHOT_GAIA,mg_gspphot_upper_GAIA,PHOT,"Upper confidence level (84%) of absolute magnitude MG from GSP-Phot Aeneas best library using BP/RP spectra (float, Magnitude[mag])",0,0
RADIUS_GSPPHOT_GAIA,radius_gspphot_GAIA,PHOT,"Radius from GSP-Phot Aeneas best library using BP/RP spectra (float, Length & Distance[Solar Radius])",0,0
LOWER_ERROR_RADIUS_GSPPHOT_GAIA,radius_gspphot_lower_GAIA,PHOT,"Lower confidence level (16%) of radius from GSP-Phot Aeneas best library using BP/RP spectra (float, Length & Distance[Solar Radius])",0,0
UPPER_ERROR_RADIUS_GSPPHOT_GAIA,radius_gspphot_upper_GAIA,PHOT,"Upper confidence level (84%) of radius from GSP-Phot Aeneas best library using BP/RP spectra (float, Length & Distance[Solar Radius])",0,0
LOGPOSTERIOR_GSPPHOT_GAIA,logposterior_gspphot_GAIA,PHOT,"Goodness-of-fit score (mean log-posterior of MCMC) of GSP-Phot Aeneas MCMC best library (float)",0,1
MCMCACCEPT_GSPPHOT_GAIA,mcmcaccept_gspphot_GAIA,PHOT,"MCMC acceptance rate of GSP-Phot Aeneas MCMC best library (float)",0,1
LIBNAME_GSPPHOT_GAIA,libname_gspphot_GAIA,PHOT,"Name of library that achieves the highest mean log-posterior in MCMC samples and was used to derive GSP-Phot parameters in this table (string)",0,1
TEFF_GSPSPEC_GAIA,teff_gspspec_GAIA,PHOT,"Effective temperature from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Temperature[K])",0,0
LOWER_ERROR_TEFF_GSPSPEC_GAIA,teff_gspspec_lower_GAIA,PHOT,"16th percentile of effective temperature from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Temperature[K])",0,0
UPPER_ERROR_TEFF_GSPSPEC_GAIA,teff_gspspec_upper_GAIA,PHOT,"84th percentile of effective temperature from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Temperature[K])",0,0
LOGG_GSPSPEC_GAIA,logg_gspspec_GAIA,PHOT,"Logarithm of the stellar surface gravity from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, GravitySurface[log cgs])",0,0
LOWER_ERROR_LOGG_GSPSPEC_GAIA,logg_gspspec_lower_GAIA,PHOT,"16th percentile of the logarithm of the stellar surface gravity from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, GravitySurface[log cgs])",0,0
UPPER_ERROR_LOGG_GSPSPEC_GAIA,logg_gspspec_upper_GAIA,PHOT,"84th percentile of the logarithm of the stellar surface gravity from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, GravitySurface[log cgs])",0,0
MH_GSPSPEC_GAIA,mh_gspspec_GAIA,PHOT,"Global metallicity [M/H] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
LOWER_ERROR_MH_GSPSPEC_GAIA,mh_gspspec_lower_GAIA,PHOT,"16th percentile of global metallicity [M/H] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_MH_GSPSPEC_GAIA,mh_gspspec_upper_GAIA,PHOT,"84th percentile of global metallicity [M/H] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
ALPHAFE_GSPSPEC_GAIA,alphafe_gspspec_GAIA,PHOT,"Abundance of alpha-elements [alpha/Fe] with respect to iron from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
LOWER_ERROR_ALPHAFE_GSPSPEC_GAIA,alphafe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of alpha-elements [alpha/Fe] with respect to iron from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_ALPHAFE_GSPSPEC_GAIA,alphafe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of alpha-elements [alpha/Fe] with respect to iron from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
FEM_GSPSPEC_GAIA,fem_gspspec_GAIA,PHOT,"Abundance of neutral iron [Fe/M] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in fem_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_FEM_GSPSPEC_GAIA,fem_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of neutral iron [Fe/M] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_FEM_GSPSPEC_GAIA,fem_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of neutral iron [Fe/M] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
FEM_GSPSPEC_NLINES_GAIA,fem_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Fe/M] abundance estimation (int)",0,1
FEM_GSPSPEC_LINESCATTER_GAIA,fem_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Fe/M] abundance using N lines of the element, given in fem_gspspec_nlines (float, Abundances[dex])",0,0
SIFE_GSPSPEC_GAIA,sife_gspspec_GAIA,PHOT,"Abundance of silicon [Si/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in sife_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_SIFE_GSPSPEC_GAIA,sife_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of silicon [Si/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_SIFE_GSPSPEC_GAIA,sife_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of silicon [Si/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
SIFE_GSPSPEC_NLINES_GAIA,sife_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Si/Fe] abundance estimation (int)",0,1
SIFE_GSPSPEC_LINESCATTER_GAIA,sife_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Si/Fe] abundance using N lines of the element, given in sife_gspspec_nlines (float, Abundances[dex])",0,0
CAFE_GSPSPEC_GAIA,cafe_gspspec_GAIA,PHOT,"Abundance of calcium [Ca/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in cafe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_CAFE_GSPSPEC_GAIA,cafe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of calcium [Ca/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_CAFE_GSPSPEC_GAIA,cafe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of calcium [Ca/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
CAFE_GSPSPEC_NLINES_GAIA,cafe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Ca/Fe] abundance estimation (int)",0,1
CAFE_GSPSPEC_LINESCATTER_GAIA,cafe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Ca/Fe] abundance using N lines of the element, given in cafe_gspspec_nlines (float, Abundances[dex])",0,0
TIFE_GSPSPEC_GAIA,tife_gspspec_GAIA,PHOT,"Abundance of titanium [Ti/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in tife_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_TIFE_GSPSPEC_GAIA,tife_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of titanium [Ti/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_TIFE_GSPSPEC_GAIA,tife_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of titanium [Ti/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
TIFE_GSPSPEC_NLINES_GAIA,tife_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Ti/Fe] abundance estimation (int)",0,1
TIFE_GSPSPEC_LINESCATTER_GAIA,tife_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Ti/Fe] abundance using N lines of the element, given in tife_gspspec_nlines (float, Abundances[dex])",0,0
MGFE_GSPSPEC_GAIA,mgfe_gspspec_GAIA,PHOT,"Abundance of magnesium [Mg/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in mgfe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_MGFE_GSPSPEC_GAIA,mgfe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of magnesium [Mg/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_MGFE_GSPSPEC_GAIA,mgfe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of magnesium [Mg/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
MGFE_GSPSPEC_NLINES_GAIA,mgfe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Mg/Fe] abundance estimation (int)",0,1
MGFE_GSPSPEC_LINESCATTER_GAIA,mgfe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Mg/Fe] abundance using N lines of the element, given in mgfe_gspspec_nlines (float, Abundances[dex])",0,0
NDFE_GSPSPEC_GAIA,ndfe_gspspec_GAIA,PHOT,"Abundance of neodymium [Nd/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in ndfe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_NDFE_GSPSPEC_GAIA,ndfe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of neodymium [Nd/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_NDFE_GSPSPEC_GAIA,ndfe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of neodymium [Nd/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
NDFE_GSPSPEC_NLINES_GAIA,ndfe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Nd/Fe] abundance estimation (int)",0,1
NDFE_GSPSPEC_LINESCATTER_GAIA,ndfe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Nd/Fe] abundance using N lines of the element, given in ndfe_gspspec_nlines (float, Abundances[dex])",0,0
FEIIM_GSPSPEC_GAIA,feiim_gspspec_GAIA,PHOT,"Abundance of ionised iron [FeII/M] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in feiim_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_FEIIM_GSPSPEC_GAIA,feiim_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of ionised iron [FeII/M] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_FEIIM_GSPSPEC_GAIA,feiim_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of ionised iron [FeII/M] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
FEIIM_GSPSPEC_NLINES_GAIA,feiim_gspspec_nlines_GAIA,PHOT,"Number of lines used for [FeII/M] abundance estimation (int)",0,1
FEIIM_GSPSPEC_LINESCATTER_GAIA,feiim_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [FeII/M] abundance using N lines of the element, given in feiim_gspspec_nlines (float, Abundances[dex])",0,0
SFE_GSPSPEC_GAIA,sfe_gspspec_GAIA,PHOT,"Abundance of sulphur [S/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in sfe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_SFE_GSPSPEC_GAIA,sfe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of sulphur [S/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_SFE_GSPSPEC_GAIA,sfe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of sulphur [S/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
SFE_GSPSPEC_NLINES_GAIA,sfe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [S/Fe] abundance estimation (int)",0,1
SFE_GSPSPEC_LINESCATTER_GAIA,sfe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [S/Fe] abundance using N lines of the element, given in sfe_gspspec_nlines (float, Abundances[dex])",0,0
ZRFE_GSPSPEC_GAIA,zrfe_gspspec_GAIA,PHOT,"Abundance of zirconium [Zr/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in zrfe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_ZRFE_GSPSPEC_GAIA,zrfe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of zirconium [Zr/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_ZRFE_GSPSPEC_GAIA,zrfe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of zirconium [Zr/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
ZRFE_GSPSPEC_NLINES_GAIA,zrfe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Zr/Fe] abundance estimation (int)",0,1
ZRFE_GSPSPEC_LINESCATTER_GAIA,zrfe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Zr/Fe] abundance using N lines of the element, given in zrfe_gspspec_nlines (float, Abundances[dex])",0,0
NFE_GSPSPEC_GAIA,nfe_gspspec_GAIA,PHOT,"Abundance of nitrogen [N/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in nfe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_NFE_GSPSPEC_GAIA,nfe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of nitrogen [N/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_NFE_GSPSPEC_GAIA,nfe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of nitrogen [N/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
NFE_GSPSPEC_NLINES_GAIA,nfe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [N/Fe] abundance estimation (int)",0,1
NFE_GSPSPEC_LINESCATTER_GAIA,nfe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [N/Fe] abundance using N lines of the element, given in nfe_gspspec_nlines (float, Abundances[dex])",0,0
CRFE_GSPSPEC_GAIA,crfe_gspspec_GAIA,PHOT,"Abundance of chromium [Cr/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in crfe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_CRFE_GSPSPEC_GAIA,crfe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of chromium [Cr/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_CRFE_GSPSPEC_GAIA,crfe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of chromium [Cr/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
CRFE_GSPSPEC_NLINES_GAIA,crfe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Cr/Fe] abundance estimation (int)",0,1
CRFE_GSPSPEC_LINESCATTER_GAIA,crfe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Cr/Fe] abundance using N lines of the element, given in crfe_gspspec_nlines (float, Abundances[dex])",0,0
CEFE_GSPSPEC_GAIA,cefe_gspspec_GAIA,PHOT,"Abundance of cerium [Ce/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in cefe_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_CEFE_GSPSPEC_GAIA,cefe_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of cerium [Ce/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_CEFE_GSPSPEC_GAIA,cefe_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of cerium [Ce/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
CEFE_GSPSPEC_NLINES_GAIA,cefe_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Ce/Fe] abundance estimation (int)",0,1
CEFE_GSPSPEC_LINESCATTER_GAIA,cefe_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Ce/Fe] abundance using N lines of the element, given in cefe_gspspec_nlines (float, Abundances[dex])",0,0
NIFE_GSPSPEC_GAIA,nife_gspspec_GAIA,PHOT,"Abundance of nickel [Ni/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations, applied to the individual N lines of the element, given in nife_gspspec_nlines (float, Abundances[dex])",0,0
LOWER_ERROR_NIFE_GSPSPEC_GAIA,nife_gspspec_lower_GAIA,PHOT,"16th percentile of the abundance of nickel [Ni/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
UPPER_ERROR_NIFE_GSPSPEC_GAIA,nife_gspspec_upper_GAIA,PHOT,"84th percentile of the abundance of nickel [Ni/Fe] from GSP-Spec MatisseGauguin using RVS spectra and Monte Carlo realisations (float, Abundances[dex])",0,0
NIFE_GSPSPEC_NLINES_GAIA,nife_gspspec_nlines_GAIA,PHOT,"Number of lines used for [Ni/Fe] abundance estimation (int)",0,1
NIFE_GSPSPEC_LINESCATTER_GAIA,nife_gspspec_linescatter_GAIA,PHOT,"Uncertainty estimation of [Ni/Fe] abundance using N lines of the element, given in nife_gspspec_nlines (float, Abundances[dex])",0,0
CN0EW_GSPSPEC_GAIA,cn0ew_gspspec_GAIA,PHOT,"Equivalent witdh of cyanogen absorption line, derived from RVS spectra (float, Length & Distance[nm])",0,0
CN0EW_GSPSPEC_UNCERTAINTY_GAIA,cn0ew_gspspec_uncertainty_GAIA,PHOT,"Uncertainty of equivalent witdh of cyanogen absorption line, derived from RVS spectra (float, Length & Distance[nm])",0,0
CN0_GSPSPEC_CENTRALLINE_GAIA,cn0_gspspec_centralline_GAIA,PHOT,"Central wavelength of cyanogen line, derived from RVS spectra using DIB algorithm (float, Length & Distance[nm])",0,0
CN0_GSPSPEC_WIDTH_GAIA,cn0_gspspec_width_GAIA,PHOT,"Width of cyoanogen line, derived from RVS spectra using DIB algorithm (float, Length & Distance[nm])",0,1
DIB_GSPSPEC_LAMBDA_GAIA,dib_gspspec_lambda_GAIA,PHOT,"DIB central wavelength from GSP-Spec MatisseGauguin using RVS spectra (float, Length & Distance[nm])",0,1
DIB_GSPSPEC_LAMBDA_UNCERTAINTY_GAIA,dib_gspspec_lambda_uncertainty_GAIA,PHOT,"Uncertainty on DIB central wavelength from GSP-Spec MatisseGauguin using RVS spectra (float, Length & Distance[nm])",0,1
DIBEW_GSPSPEC_GAIA,dibew_gspspec_GAIA,PHOT,"Equivalent width of the DIB from GSP-Spec MatisseGauguin using RVS spectra (float, Length & Distance[Å])",0,1
DIBEW_GSPSPEC_UNCERTAINTY_GAIA,dibew_gspspec_uncertainty_GAIA,PHOT,"Global uncertainty on DIB equivalent width value using DIB algorithm (float, Length & Distance[Å])",0,1
DIBEWNOISE_GSPSPEC_UNCERTAINTY_GAIA,dibewnoise_gspspec_uncertainty_GAIA,PHOT,"Uncertainty on DIB equivalent width value occuring from noise part (float, Length & Distance[Å])",0,1
DIBP0_GSPSPEC_GAIA,dibp0_gspspec_GAIA,PHOT,"Depth (p0 parameter) of the DIB derived from a Gaussian model fit (float)",0,1
DIBP2_GSPSPEC_GAIA,dibp2_gspspec_GAIA,PHOT,"Width (p2 parameter) of the DIB derived from a Gaussian model fit (float, Length & Distance[Å])",0,1
DIBP2_GSPSPEC_UNCERTAINTY_GAIA,dibp2_gspspec_uncertainty_GAIA,PHOT,"Uncertainty on the dibp2_gspspec parameter (float, Length & Distance[Å])",0,1
DIBQF_GSPSPEC_GAIA,dibqf_gspspec_GAIA,PHOT,"Quality flag of the DIB computation (int)",0,0
FLAGS_GSPSPEC_GAIA,flags_gspspec_GAIA,PHOT,"Catalogue flags for GSP-Spec MatisseGauguin (string)",0,0
LOGCHISQ_GSPSPEC_GAIA,logchisq_gspspec_GAIA,PHOT,"Logarithm of the goodness-of-fit for the GSP-Spec MatisseGauguin parameters (float)",0,0
EW_ESPELS_HALPHA_GAIA,ew_espels_halpha_GAIA,PHOT,"Halpha pseudo-equivalent width from ESP-ELS (float, Length & Distance[nm])",0,1
EW_ESPELS_HALPHA_UNCERTAINTY_GAIA,ew_espels_halpha_uncertainty_GAIA,PHOT,"Uncertainty of the Halpha pseudo-equivalent width from ESP-ELS (float, Length & Distance[nm])",0,1
EW_ESPELS_HALPHA_FLAG_GAIA,ew_espels_halpha_flag_GAIA,PHOT,"Quality flag of the Halpha pseudo-equivalent width from ESP-ELS (string)",0,0
EW_ESPELS_HALPHA_MODEL_GAIA,ew_espels_halpha_model_GAIA,PHOT,"Halpha pseudo-equivalent width from ESP-ELS measured on the synthetic spectrum (float, Length & Distance[nm])",0,1
CLASSLABEL_ESPELS_GAIA,classlabel_espels_GAIA,PHOT,"Adopted ELS class label from ESP-ELS (string)",0,0
CLASSLABEL_ESPELS_FLAG_GAIA,classlabel_espels_flag_GAIA,PHOT,"Quality flag of the adopted ELS class label from ESP-ELS (string)",0,0
CLASSPROB_ESPELS_WCSTAR_GAIA,classprob_espels_wcstar_GAIA,PHOT,"Probability from ESP-ELS of being a Wolf-Rayet star of type WC (float)",0,1
CLASSPROB_ESPELS_WNSTAR_GAIA,classprob_espels_wnstar_GAIA,PHOT,"Probability from ESP-ELS of being a Wolf-Rayet star of type WN (float)",0,1
CLASSPROB_ESPELS_BESTAR_GAIA,classprob_espels_bestar_GAIA,PHOT,"Probability from ESP-ELS of being a Be Star (float)",0,1
CLASSPROB_ESPELS_TTAURISTAR_GAIA,classprob_espels_ttauristar_GAIA,PHOT,"Probability from ESP-ELS of being a T Tauri Star (float)",0,1
CLASSPROB_ESPELS_HERBIGSTAR_GAIA,classprob_espels_herbigstar_GAIA,PHOT,"Probability from ESP-ELS of being a Herbig Ae/Be Star (float)",0,1
CLASSPROB_ESPELS_DMESTAR_GAIA,classprob_espels_dmestar_GAIA,PHOT,"Probability from ESP-ELS of being an active M dwarf Star (float)",0,1
CLASSPROB_ESPELS_PNE_GAIA,classprob_espels_pne_GAIA,PHOT,"Probability from ESP-ELS of being a planetary nebula (float)",0,1
AZERO_ESPHS_GAIA,azero_esphs_GAIA,PHOT,"Monochromatic interstellar extinction, A0, from ESP-HS (float, Magnitude[mag])",0,1
AZERO_ESPHS_UNCERTAINTY_GAIA,azero_esphs_uncertainty_GAIA,PHOT,"Uncertainty at a 68% confidence level on A0 from ESP-HS (float, Magnitude[mag])",0,1
AG_ESPHS_GAIA,ag_esphs_GAIA,PHOT,"Intersterstellar extinction in G band from ESP-HS (float, Magnitude[mag])",0,1
AG_ESPHS_UNCERTAINTY_GAIA,ag_esphs_uncertainty_GAIA,PHOT,"Uncertainty on AG from ESP-HS (float, Magnitude[mag])",0,1
EBPMINRP_ESPHS_GAIA,ebpminrp_esphs_GAIA,PHOT,"Reddening E(GBP−GRP) from ESP-HS (float, Magnitude[mag])",0,1
EBPMINRP_ESPHS_UNCERTAINTY_GAIA,ebpminrp_esphs_uncertainty_GAIA,PHOT,"Uncertainty on E(GBP−GRP) from ESP-HS (float, Magnitude[mag])",0,1
TEFF_ESPHS_GAIA,teff_esphs_GAIA,PHOT,"Effective temperature from ESP-HS (float, Temperature[K])",0,0
TEFF_ESPHS_UNCERTAINTY_GAIA,teff_esphs_uncertainty_GAIA,PHOT,"Uncertainty at a 68% confidence level on the effective temperature from ESP-HS (float, Temperature[K])",0,0
LOGG_ESPHS_GAIA,logg_esphs_GAIA,PHOT,"Surface gravity from ESP-HS (float, GravitySurface[log cgs])",0,0
LOGG_ESPHS_UNCERTAINTY_GAIA,logg_esphs_uncertainty_GAIA,PHOT,"Uncertainty at a 68% confidence level on the surface gravity from ESP-HS (float, GravitySurface[log cgs])",0,0
VSINI_ESPHS_GAIA,vsini_esphs_GAIA,PHOT,"Projected rotational velocity from ESP-HS (float, Velocity[km s−1])",0,1
VSINI_ESPHS_UNCERTAINTY_GAIA,vsini_esphs_uncertainty_GAIA,PHOT,"Uncertainty on the projected rotational velocity from ESP-HS (float, Velocity[km s−1])",0,1
FLAGS_ESPHS_GAIA,flags_esphs_GAIA,PHOT,"Quality flag of the ESP-HS parametrisation (string)",0,1
SPECTRALTYPE_ESPHS_GAIA,spectraltype_esphs_GAIA,PHOT,"Spectral type from ESP-ELS (string)",0,1
ACTIVITYINDEX_ESPCS_GAIA,activityindex_espcs_GAIA,PHOT,"Chromospheric activity index from ESP-CS, measured on the calcium triplet using RVS spectra (float, Length & Distance[nm])",0,0
ACTIVITYINDEX_ESPCS_UNCERTAINTY_GAIA,activityindex_espcs_uncertainty_GAIA,PHOT,"Uncertainty in the chromospheric activity index from ESP-CS (float, Length & Distance[nm])",0,1
